Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Pat Connaughton27MIL,5.4,4.2,1.6,0.4,0.5,0.455,0.331,0.775,213.9
Adrian Griffin28DAL,4.4,3.6,1.4,1,0.1,0.433,0.25,0.844,213.9
Al-Farouq Aminu30ORL,5.5,5.4,1.7,1,0.5,0.404,0.226,0.824,213.84
Todd Day30PHO,6.8,2.2,1.1,0.8,0.4,0.394,0.388,0.667,213.84
Carlos Delfino24DET,5.2,3.2,1.1,0.6,0.1,0.415,0.333,0.787,213.76
James Wiseman21GSW,6.9,3.5,0.7,0.1,0.3,0.628,0.5,0.684,213.75
Sedale Threatt26CHI,6.6,1.2,2.4,0.6,0.1,0.502,0.1,0.78,213.72
Othella Harrington24HOU,6,3.6,0.4,0.2,0.5,0.485,0,0.754,213.72
Thabo Sefolosha27OKC,4.8,3,1.1,0.9,0.4,0.432,0.437,0.884,213.64
Salah Mejri31DAL,3.5,4,0.6,0.4,1.1,0.642,0,0.576,213.6
Jaden McDaniels20MIN,6.8,3.7,1.1,0.6,1,0.447,0.364,0.6,213.6
Tyus Edney24BOS,5.3,1.1,2.7,1,0,0.431,0.3,0.793,213.6
Pooh Richardson30LAC,5.6,1.7,2.9,0.9,0.1,0.381,0.328,0.605,213.58
Richard Dumas26PHI,6.2,2.5,1.1,1.1,0.2,0.468,0.222,0.7,213.57
Obi Toppin24NYK,7.4,2.8,1,0.3,0.2,0.446,0.344,0.809,213.52
Brooks Thompson26TOT,6.6,1.4,2.7,0.8,0,0.399,0.398,0.632,213.52
Ersan İlyasova31MIL,6.8,4.5,0.8,0.5,0.3,0.438,0.363,0.824,213.44
Lee Mayberry27VAN,4.6,1.4,4.4,0.8,0.1,0.375,0.35,0.745,213.44
Bryant Stith27DEN,7.6,2.1,1.6,0.7,0.3,0.333,0.208,0.872,213.44
Juancho Hernangómez23DEN,5.8,3.8,0.8,0.4,0.3,0.439,0.365,0.767,213.4
Vince Carter39MEM,6.6,2.4,0.9,0.6,0.3,0.388,0.349,0.833,213.36
Etan Thomas24WAS,4.8,4.3,0.1,0.2,0.6,0.492,0,0.638,213.3
Dorian Finney-Smith29BRK,7.2,4.9,1.6,0.7,0.6,0.351,0.306,0.789,213.29
Chris Wilcox29BOS,5.4,4.4,0.4,0.4,0.3,0.598,0,0.615,213.28
Ira Newble30CLE,5.9,3,1.2,0.7,0.2,0.429,0.358,0.797,213.28
Justin Anderson28IND,6.8,3.1,2.1,0.5,0.5,0.368,0.245,0.8,213.21
Matt Bullard33HOU,5.8,2.1,0.7,0.2,0.1,0.423,0.404,0.714,213.2
Morlon Wiley25ATL,4.3,1.8,4,1,0.1,0.444,0.368,0.7,213.18
Benoit Benjamin28SEA,6.7,3.6,0.4,0.5,1.1,0.497,0,0.701,213.15
Michael Anderson22SAS,5.7,2.5,4.3,1.2,0.1,0.417,0.143,0.695,213.15
Lou Amundson27PHO,4.7,4.4,0.4,0.3,0.9,0.551,0,0.545,213.12
Marko Jarić28MIN,5.3,2.6,2.1,1.1,0.2,0.418,0.376,0.761,213.12
Jahidi White26WAS,4.2,4.6,0.1,0.1,0.8,0.472,0,0.68,213.12
Danny Ferry34SAS,5.6,2.8,0.9,0.4,0.3,0.475,0.449,0.733,213.11
Ed Pinckney24SAC,6.2,2.9,0.8,0.5,0.4,0.522,0,0.747,213.07
Steve Colter27WSB,4.9,2.4,2,0.6,0.1,0.478,0,0.811,213.06
Horace Grant38LAL,4.1,4.2,1.3,0.4,0.4,0.411,0,0.722,213.06
Avery Johnson26TOT,5.6,1.2,3.9,0.9,0.1,0.479,0.267,0.653,213.01
Stanley Roberts27MIN,6.2,4.9,0.4,0.3,1,0.495,0,0.481,213.01
Chucky Brown21CLE,7.3,3.1,0.7,0.4,0.3,0.47,0,0.762,213.01
Jay Scrubb22ORL,6.5,3,0.5,1,0,0.714,1,0.5,213
Bruce Bowen35SAS,6.2,2.7,1.4,0.8,0.3,0.405,0.384,0.589,213
Jon Sundvold22SEA,6.9,1.2,3.3,0.4,0,0.445,0.243,0.889,212.96
Taurean Prince26BRK,8.1,2.8,0.6,0.7,0.7,0.405,0.351,0.889,212.94
George Hill36IND,5.2,1.6,1.9,0.6,0.3,0.559,0.524,0.889,212.91
Brian Cook24LAL,6.4,3,0.5,0.3,0.4,0.417,0.392,0.757,212.91
John Crotty29TOT,5.9,1.1,2.3,0.4,0,0.411,0.389,0.86,212.91
Gustavo Ayón28ATL,4.3,4.8,1.1,1,0.4,0.51,0,0.4,212.85
Cory Joseph29SAC,6.6,2.3,2.5,0.9,0.2,0.444,0.33,0.766,212.85
Martell Webster20POR,7,2.9,0.6,0.4,0.2,0.396,0.364,0.705,212.85
Francisco Elson30SAS,5,4.8,0.8,0.4,0.8,0.511,0,0.775,212.8
Josh Boone24NJN,4.2,4.2,0.5,0.4,0.8,0.528,0,0.376,212.8
Robin Lopez23PHO,5.4,3.3,0.3,0.3,0.9,0.461,0,0.714,212.8
Trent Tucker32SAS,6.5,1.5,1.1,0.9,0.1,0.465,0.396,0.8,212.79
Jeff Teague32TOT,6.7,1.6,2.4,0.6,0.2,0.433,0.439,0.848,212.79
Anfernee Simons21POR,7.8,2.2,1.4,0.3,0.1,0.419,0.426,0.807,212.79
Chris Johnson23BOS,6.3,2.4,0.8,0.7,0.1,0.397,0.339,0.86,212.76
Butch Carter26NYK,7.9,1.4,2.4,0.8,0.1,0.45,0.256,0.813,212.75
Jake Voskuhl24PHO,5,4.2,0.3,0.2,0.4,0.554,0,0.752,212.67
Charles Davis27MIL,7.7,3,1,0.5,0.1,0.474,0.125,0.813,212.67
Rodney White22DEN,9,3,1.7,0.6,0.4,0.408,0.239,0.784,212.66
Brad Wanamaker31CHO,6.9,1.8,3.4,0.8,0.2,0.429,0.125,0.889,212.55
David Benoit25UTA,6.5,4.7,0.4,0.4,0.7,0.385,0.203,0.773,212.55
Bryant Stith29DEN,5.6,1.9,1.4,0.4,0.3,0.455,0.304,0.831,212.52
Johnny Davis30TOT,6.3,0.8,3.3,0.6,0.1,0.43,0.231,0.855,212.52
Stanley Roberts23LAC,7.4,6.6,0.8,0.4,1.8,0.43,0,0.409,212.5
Isaiah Rider29LAL,7.6,2.3,1.7,0.4,0.1,0.426,0.37,0.855,212.4
Derrick Walton26DET,6.3,3.3,7,2.3,1.3,0.231,0.231,1,212.4
Scott Skiles31PHI,6.3,1.6,3.8,0.7,0,0.351,0.441,0.8,212.4
Shawn Marion36CLE,4.8,3.5,0.9,0.5,0.5,0.446,0.261,0.765,212.3
Tony Campbell30NYK,7.7,2.7,1.1,0.6,0.1,0.49,0.4,0.678,212.28
James Johnson33DAL,5.7,3,1.7,0.8,0.8,0.462,0.25,0.586,212.28
Keyon Dooling29NJN,6.9,1,2.5,0.6,0,0.398,0.376,0.77,212.28
Eddie Johnson36IND,7.7,2.5,1.1,0.3,0.1,0.413,0.352,0.886,212.22
Jayson Williams26NJN,4.8,5.7,0.5,0.3,0.4,0.461,0,0.533,212.22
Austin Rivers22TOT,7,2,2,0.6,0.2,0.409,0.298,0.675,212.18
Kyle Weaver22OKC,5.3,2.3,1.8,0.8,0.4,0.459,0.344,0.707,212.16
Landry Shamet24PHO,8.3,1.8,1.6,0.4,0.1,0.394,0.368,0.84,212.16
Reggie Evans22SEA,3.2,6.6,0.5,0.6,0.2,0.471,0,0.519,212.16
Mike McGee26LAL,8.3,2,1.2,0.7,0.1,0.463,0.36,0.656,212.04
Taurean Prince27MIN,7.3,2.5,1,0.7,0.3,0.454,0.376,0.756,212.04
Mike Evans30DEN,9.5,1.2,2.2,0.8,0,0.425,0.222,0.846,212.04
Kevin Knox23POR,8.5,3.3,0.9,0.5,0,0.444,0.314,0.741,212.04
Phil Ford26NJN,6.7,1,5.4,0.9,0,0.571,0,0.7,212.03
E'Twaun Moore24ORL,6.3,1.7,1.4,0.8,0.2,0.428,0.354,0.765,212.01
James Jones30MIA,5.9,2,0.5,0.4,0.2,0.422,0.429,0.833,212.01
Kareem Rush27IND,8.3,2.4,1.3,0.6,0.3,0.401,0.389,0.714,212
Devin Brown31TOT,8,2.5,1.3,0.7,0.1,0.377,0.354,0.802,212
Leon Wood23PHI,5.3,0.9,2.6,0.5,0,0.419,0.448,0.794,211.95
Zendon Hamilton26DEN,6,4.7,0.3,0.4,0.3,0.42,0,0.652,211.95
Jim Brogan23SDC,6.3,1.9,2.5,0.8,0.2,0.453,0.281,0.726,211.9
JaVale McGee30GSW,4.8,2.6,0.5,0.3,0.9,0.621,0,0.731,211.85
John Salley22DET,5.3,3.6,0.7,0.5,1.5,0.562,0,0.614,211.82
Michael Holton23PHO,8.4,1.8,2.7,0.8,0.1,0.446,0.311,0.814,211.82
Rod Foster23PHO,8.3,1.5,2.2,0.7,0.1,0.448,0.262,0.787,211.82
Terry Davis23MIA,5.5,4.8,0.7,0.3,0.5,0.487,0.5,0.556,211.77
Vinny Del Negro33MIL,5.2,1.6,2.4,0.5,0,0.471,0.333,0.897,211.77
Meyers Leonard20POR,5.5,3.7,0.5,0.2,0.6,0.545,0.429,0.809,211.75
Jeff Trepagnier23DEN,5.6,2,0.8,1,0,0.425,0.5,1,211.75
Luke Babbitt24NOP,6.3,3.3,1.1,0.3,0.4,0.39,0.379,0.778,211.75
Orlando Woolridge22CHI,7.3,3,1.1,0.3,0.3,0.513,0,0.699,211.72
Jan Veselý23DEN,4.4,3.7,0.5,1.3,0.8,0.506,0,0.423,211.7
Darryl Watkins27NOH,4.6,5.4,0.6,1,0.8,0.5,0,0.5,211.68
Jud Buechler24GSW,6.2,2.8,1.3,0.7,0.3,0.437,0.339,0.747,211.6
Leandro Barbosa31PHO,7.5,1.9,1.6,0.4,0.2,0.427,0.28,0.795,211.6
Nicolas Batum31CHO,3.6,4.5,3,0.8,0.4,0.346,0.286,0.9,211.6
Dante Cunningham28NOP,6.1,3,1,0.5,0.4,0.451,0.316,0.695,211.56
Payton Pritchard24BOS,6.2,1.9,2,0.4,0.1,0.429,0.412,1,211.5
Bob McCann28MIN,6.3,3.6,0.9,0.6,0.7,0.488,0,0.625,211.46
Georges Niang29PHI,8.2,2.4,1,0.4,0.2,0.442,0.401,0.867,211.46
George Lynch33NOH,4.8,4,1.5,0.6,0.2,0.397,0.309,0.667,211.46
Damon Jones23GSW,5.2,1.2,3,0.5,0,0.463,0.478,0.778,211.4
Bruce Bowen36SAS,6,2.9,1.1,0.7,0.3,0.407,0.419,0.652,211.4
John Crotty29SEA,6.1,1.3,2.4,0.4,0,0.405,0.371,0.851,211.4
Darko Miličić20TOT,4.8,2.7,0.7,0.3,1.4,0.509,0,0.56,211.28
Mickaël Gelabale29MIN,5,2.8,0.7,0.4,0.1,0.518,0.308,0.875,211.22
Micheal Williams23TOT,5.6,1.1,2.9,0.8,0,0.504,0,0.783,211.22
Caleb Martin24CHO,6.2,2.1,1.3,0.7,0.4,0.44,0.541,0.81,211.2
Scott Brooks26MIN,5.1,1.2,2.5,0.8,0.1,0.447,0.356,0.81,211.2
Shavlik Randolph23PHI,4.5,4.2,0.3,0.5,0.8,0.479,0,0.545,211.14
Rodney Rogers33PHI,6,3.7,0.9,0.8,0.3,0.391,0.303,0.714,211.06
Dana Barros34DET,6.7,2,2.7,0.5,0.1,0.385,0.338,0.778,211.05
Kent Bazemore31GSW,7.2,3.4,1.6,1,0.5,0.449,0.408,0.692,210.94
Justise Winslow25TOT,5.7,4.2,1.8,0.7,0.5,0.428,0.227,0.591,210.91
Antonio Daniels23SAS,4.7,1.1,2.3,0.6,0.1,0.454,0.294,0.754,210.91
Luke Ridnour22SEA,5.5,1.6,2.4,0.8,0.1,0.414,0.338,0.823,210.91
Bryan Warrick26TOT,6.3,1.9,3.2,0.8,0.1,0.467,0.25,0.794,210.9
Doug McDermott26NYK,7.2,2.4,0.9,0.2,0.2,0.46,0.387,0.755,210.87
Lee Mayberry24MIL,5.8,1,3.4,0.6,0,0.422,0.407,0.699,210.87
Jon Koncak27ATL,4.1,4.9,1.6,1,1,0.436,0.125,0.593,210.84
George Lynch24LAL,6.1,3.3,1.1,0.9,0.2,0.468,0.143,0.721,210.8
Trey Johnson26LAL,6,0,0,0,0,0.667,0,1,210.6
Stanley Johnson26SAS,5.8,3.2,2.2,0.5,0.2,0.533,0.45,0.667,210.6
Keith Edmonson23SAS,8.7,1.8,0.7,0.6,0.2,0.493,0,0.752,210.6
Pablo Prigioni35NYK,3.5,1.8,3,0.9,0,0.455,0.396,0.88,210.6
Rick Fox30LAL,6.5,2.4,1.7,0.6,0.3,0.414,0.326,0.808,210.6
Andrew Bogut32DAL,3,8.4,1.9,0.5,1,0.469,0,0.273,210.56
Ziaire Williams20MEM,8.1,2.1,1,0.6,0.2,0.45,0.314,0.782,210.49
James Ennis III29TOT,6.6,3.6,0.9,0.5,0.3,0.446,0.325,0.806,210.45
Bernard King*36NJN,7,2.4,0.6,0.3,0.1,0.514,0.286,0.684,210.38
Jeremy Lamb29IND,7.1,2.4,1.3,0.6,0.4,0.373,0.333,0.838,210.38
Anthony Lamb25GSW,6.7,3.5,1.5,0.5,0.3,0.471,0.367,0.767,210.37
Kenny Battle26DEN,6.1,3.1,1.2,1,0.3,0.485,0.136,0.781,210.33
Scot Pollard30IND,3.8,4.8,0.5,0.8,0.4,0.455,0,0.763,210.33
Keith Askins27MIA,4.6,4,0.8,0.7,0.3,0.391,0.269,0.807,210.33
Stacey Augmon29POR,5.7,3.3,1.2,0.8,0.5,0.414,0.143,0.603,210.12
Brad Davis24TOT,4.6,0.9,2.8,0.7,0.1,0.556,0,0.813,210.09
Jalen Johnson21ATL,5.6,4,1.2,0.5,0.5,0.491,0.288,0.628,210.09
Dirk Minniefield25CLE,5.5,1.7,3.5,0.9,0,0.481,0.27,0.785,210.09
Justin Jackson23SAC,6.7,2.8,1.3,0.4,0.3,0.424,0.346,0.82,210.08
Pat Garrity24ORL,8.3,2.8,0.7,0.5,0.2,0.387,0.433,0.867,210.08
Langston Galloway25TOT,7.9,2.1,1.3,0.6,0.1,0.38,0.39,0.797,210.08
Rodney Rogers33TOT,7.7,4.2,1.5,0.7,0.3,0.382,0.286,0.743,210.04
J.J. Hickson27TOT,5.9,3.8,0.7,0.4,0.4,0.516,0,0.447,210
Rasual Butler24MIA,6.8,1.4,0.5,0.2,0.3,0.476,0.463,0.762,210
Žan Tabak26TOR,6.5,3.8,1.1,0.5,0.8,0.451,0,0.69,210
Cherokee Parks28LAC,4.8,3.6,0.8,0.4,0.5,0.492,0,0.704,210
Billy Owens30TOT,6,4.9,1.6,0.5,0.3,0.419,0.324,0.594,210
Hedo Türkoğlu23SAC,6.7,2.8,1.3,0.4,0.2,0.422,0.372,0.8,210
Kenny Battle26PHO,6,3.3,0.9,1.2,0.4,0.442,0,0.69,209.92
Tayshaun Prince33MEM,6,3.1,1.6,0.5,0.3,0.407,0.29,0.567,209.92
Steve Mix35MIL,6,2.4,1.2,0.6,0.1,0.487,0.25,0.851,209.89
Steve Mix35TOT,6,2.4,1.2,0.6,0.1,0.484,0.25,0.852,209.89
Michael Redd32PHO,8.2,1.5,0.6,0.3,0,0.4,0.318,0.793,209.89
Brent Price25WSB,6.2,1.4,3.3,0.8,0,0.433,0.333,0.782,209.88
Jalen Smith21PHO,6,4.8,0.2,0.2,0.6,0.46,0.231,0.769,209.88
Bison Dele27CHI,7,3.7,1.3,0.3,0.6,0.413,0,0.733,209.61
Greg Graham25PHI,7,1.9,1.4,0.6,0,0.531,0.5,0.882,209.6
Henry Walker27MIA,7.3,3.4,1.2,1,0.4,0.345,0.341,0.778,209.6
Bryn Forbes28SAS,9.1,1.6,1,0.4,0.1,0.432,0.417,0.898,209.56
Kenny Battle26TOT,6.1,3.1,1.1,1.1,0.3,0.472,0.125,0.753,209.56
Keita Bates-Diop24TOT,6.5,2.9,0.7,0.4,0.5,0.427,0.33,0.72,209.56
MarShon Brooks25LAL,6.4,1.7,1.2,0.7,0.2,0.489,0.579,0.692,209.55
Pete Myers26NJN,7.1,2.4,3.6,0.7,0.3,0.411,0,0.725,209.52
Montrezl Harrell29PHI,5.6,2.8,0.6,0.3,0.4,0.598,0,0.693,209.44
Jaylin Williams20OKC,5.9,4.9,1.6,0.6,0.2,0.436,0.407,0.704,209.44
Mark Macon23DEN,7.5,2.1,2.6,1.4,0.1,0.415,0,0.7,209.44
Juancho Hernangómez25MIN,7.2,3.9,0.7,0.4,0.1,0.435,0.327,0.619,209.33
Earl Barron29MIL,5.1,3.1,0.6,0.3,0.3,0.459,0,1,209.33
Eric Piatkowski26LAC,6,1.6,0.8,0.5,0.2,0.45,0.425,0.821,209.3
Paul Reed23PHI,4.2,3.8,0.4,0.7,0.7,0.593,0.167,0.745,209.28
Willie Reed25BRK,4.7,3.1,0.3,0.2,0.8,0.571,0,0.545,209.28
Erick Strickland24DAL,7.6,2.4,2.5,0.8,0.1,0.357,0.294,0.774,209.25
David West36GSW,4.6,3,2.2,0.6,0.7,0.536,0.375,0.768,209.16
Tellis Frank22GSW,8.1,4.2,1.4,0.7,0.3,0.428,0,0.725,209.1
Landry Fields24TOR,4.7,4.1,1.2,0.6,0.2,0.457,0.143,0.642,209.09
Ken Bannister25NYK,8.6,4.6,0.6,0.6,0.3,0.491,0,0.526,209.04
Svi Mykhailiuk23TOT,8.5,2.5,1.7,0.8,0.2,0.411,0.334,0.76,209.04
Shelvin Mack22WAS,5.3,2.3,3.3,0.9,0,0.4,0.308,0.5,209.04
Wes Matthews24PHI,7.1,1.6,4.4,0.8,0.1,0.446,0.143,0.643,209
Fred Jones27TOT,6.5,1.8,1.7,0.8,0.3,0.385,0.305,0.833,209
Luke Harangody23CLE,6.2,4.2,1,0.5,0.5,0.378,0.25,0.778,209
Charles Jones28WSB,3.9,4,0.9,0.7,1.6,0.508,0,0.628,208.95
Andre Iguodala36MIA,4.6,3.7,2.4,0.7,1,0.432,0.298,0.4,208.95
Lou Amundson32TOT,4.9,5.1,1.3,0.4,1,0.427,0,0.471,208.86
Dee Brown31TOR,6.9,1.4,2.3,0.6,0.1,0.36,0.358,0.688,208.86
Josh Howard30WAS,8.4,4.1,1.3,0.7,0.3,0.358,0.241,0.617,208.84
Robert Pack33NOH,5.2,1.8,2.9,0.9,0,0.403,0,0.745,208.81
Bismack Biyombo26CHO,4.4,4.6,0.6,0.2,0.8,0.571,0,0.637,208.8
Gheorghe Mureșan22WSB,5.6,3.6,0.3,0.5,0.9,0.545,0,0.676,208.8
Duane Ferrell31IND,6.4,2.3,1.1,0.6,0.1,0.472,0.409,0.617,208.8
Luke Babbitt26NOP,7,3.1,1.1,0.2,0.1,0.422,0.404,0.78,208.8
Chris Andersen25DEN,3.4,4.2,0.5,0.5,1.6,0.443,0,0.589,208.8
Shawn Bradley29DAL,4.1,3.3,0.4,0.5,1.2,0.479,0,0.922,208.78
Craig Hodges29CHI,6.5,0.8,1.7,0.5,0,0.438,0.481,0.909,208.75
Keith Bogans28MIL,6,3.1,1.1,0.7,0.1,0.376,0.348,0.939,208.75
Rodney Rogers33NOH,9.2,4.7,2,0.6,0.4,0.377,0.272,0.762,208.74
Linas Kleiza22DEN,7.6,3.4,0.6,0.4,0.2,0.422,0.376,0.852,208.68
Tony Delk26SAC,6.4,1.9,1.2,0.8,0.1,0.43,0.225,0.797,208.68
Lorenzo Williams24TOT,2.9,5.7,0.7,0.5,1.2,0.445,0,0.429,208.68
Anthony Tolliver29TOT,6.3,3.1,0.8,0.3,0.2,0.41,0.366,0.783,208.68
Rob Williams21DEN,7,1.8,4.9,1.2,0.2,0.408,0.133,0.753,208.65
Jamil Wilson27LAC,7,2.1,0.7,0.3,0.5,0.469,0.429,0.5,208.62
Clint Richardson24PHI,7,2.3,2,0.5,0.1,0.489,0,0.778,208.62
Kevin Ollie31CLE,4.2,2.1,2.9,0.6,0.1,0.37,0.444,0.835,208.62
Kris Humphries30ATL,6.4,3.4,0.6,0.5,0.3,0.465,0.258,0.711,208.6
Michael Doleac26NYK,5,4.1,0.7,0.4,0.7,0.444,0,0.861,208.6
Avery Johnson25SAS,5.1,1.2,3.3,0.7,0,0.483,0.2,0.691,208.56
Rex Walters25PHI,4.6,1.5,2.9,0.7,0.1,0.426,0.352,0.783,208.56
Sundiata Gaines25NJN,5.1,1.9,2.2,1,0,0.376,0.341,0.615,208.5
Tony Brown24IND,6.6,3.5,1.9,0.7,0.1,0.46,0,0.678,208.44
Luc Mbah a Moute26MIL,6.7,4.4,0.9,0.7,0.2,0.401,0.351,0.571,208.39
Chris Anstey25CHI,6,3.8,0.9,0.4,0.3,0.442,0.167,0.789,208.38
Alex Len28SAC,6,4.1,1.2,0.3,0.6,0.534,0.286,0.651,208.29
Quincy Acy26BRK,6.5,3.3,0.6,0.4,0.5,0.425,0.434,0.754,208.29
David West23NOH,3.8,4.2,0.8,0.4,0.4,0.474,0,0.713,208.29
Blue Edwards29BOS,7.1,2.1,1.5,0.6,0.3,0.426,0.256,0.896,208.28
Jim Paxson30TOT,7.7,1,1.7,0.7,0.1,0.46,0.238,0.861,208.26
Jared Dudley28LAC,6.9,2.2,1.4,0.6,0.1,0.438,0.36,0.655,208.26
Francisco García25SAC,6,2.6,1.1,0.6,0.5,0.429,0.356,0.833,208.26
Eddie House32MIA,6.5,1.6,1.1,0.6,0.1,0.399,0.389,0.95,208.25
John Thomas23TOR,4.3,3.4,0.4,0.4,0.2,0.577,0,0.563,208.24
Tony Smith24LAL,6,1.6,1.1,0.9,0.1,0.484,0.182,0.756,208.24
Rod Higgins34CLE,5.4,2.3,1,0.7,0.4,0.436,0.44,0.738,208.24
Chris Wilcox30BOS,4.2,3,0.4,0.5,0.5,0.719,0,0.672,208.08
Javaris Crittenton21WAS,5.3,2.9,2.6,0.7,0.1,0.459,0.143,0.593,208.06
Kendrick Perkins22BOS,4.5,5.2,1.3,0.3,1.3,0.491,0,0.6,208.05
Jodie Meeks31TOR,6.4,1.5,1,0.1,0.1,0.538,0.444,1,208
Torrey Craig28DEN,5.7,3.5,1,0.5,0.6,0.442,0.324,0.7,208
Mark Eaton26UTA,4.3,5.7,1.4,0.3,3.4,0.414,0,0.656,207.9
Rasho Nesterović29SAS,4.5,3.9,0.4,0.3,1.1,0.515,0,0.6,207.9
Chris Gatling31MIL,6.3,3.8,0.7,0.8,0.2,0.482,0.143,0.362,207.9
Bill Wennington27SAC,5.7,4.4,0.9,0.6,0.8,0.436,0.2,0.787,207.9
Lorenzo Brown24MIN,4.2,2.4,3.1,1,0.2,0.426,0.214,0.632,207.9
Scott Brooks25MIN,5.3,0.9,2.6,0.7,0.1,0.43,0.333,0.847,207.87
Nemanja Bjelica32TOT,6.5,3.4,1.9,0.4,0.1,0.454,0.318,0.725,207.69
Austin Croshere27IND,5.1,3.2,1.1,0.1,0.3,0.411,0.391,0.815,207.69
Tim Frazier28MIL,6.3,2.6,3.5,0.4,0.1,0.424,0.417,0.692,207.68
Trent Tucker28NYK,7.1,1.7,1.6,0.7,0.1,0.424,0.413,0.718,207.68
Dominic McGuire26GSW,3.5,3.8,1.7,0.7,0.6,0.448,0,0.736,207.68
Eric Williams29BOS,6.4,3,1.5,1,0.1,0.374,0.279,0.731,207.68
Ekpe Udoh25MIL,4.3,3.3,0.6,0.5,1.1,0.435,0,0.748,207.6
Willie Reed27LAC,4.9,3.1,0.2,0.2,0.6,0.667,0.5,0.582,207.58
Ty Lawson28TOT,5.7,1.8,3.6,0.8,0.1,0.393,0.333,0.686,207.58
Devean George29DAL,6.4,3.6,0.6,0.8,0.4,0.395,0.353,0.75,207.58
Kurt Thomas35SAS,4.5,4.9,0.5,0.8,0.5,0.448,0,0.583,207.57
Dewayne Dedmon26ORL,4.4,3.9,0.2,0.4,0.8,0.559,0,0.75,207.4
Willie Smith26CLE,4.8,2,4.2,1.2,0,0.384,0.239,0.769,207.4
Noah Vonleh22TOT,4.9,5.8,0.6,0.4,0.3,0.444,0.303,0.621,207.36
Bobby Jackson26MIN,5.1,2.1,2.4,0.7,0.1,0.405,0.283,0.776,207.32
Thaddeus Young34TOR,4.4,3.1,1.4,1,0.1,0.545,0.176,0.692,207.27
Kris Humphries22TOR,5.7,3.7,0.4,0.4,0.4,0.483,0,0.605,207.24
Johnny Davis30ATL,5.3,0.7,4.1,0.5,0,0.43,0.5,0.864,207.11
Eric Piatkowski24LAC,7,1.6,1,0.5,0.2,0.441,0.374,0.783,207.11
Harvey Catchings28MIL,3.2,5.7,1.1,0.3,2.3,0.398,0,0.629,207.1
Danny Green34PHI,5.9,2.5,1,1,0.6,0.394,0.38,0.786,207.1
Dwayne Bacon23CHO,7.3,2.1,1.1,0.3,0.1,0.475,0.437,0.739,207.09
Corie Blount28LAL,4.2,4.8,0.6,0.4,0.4,0.514,0.333,0.675,207.06
Earl Cureton27DET,6.1,5.2,1,0.7,0.5,0.484,0,0.569,207.06
Rick Mahorn28DET,6.1,6,0.6,0.5,0.8,0.447,0,0.821,207.06
Dennis Scott30TOT,6.5,1.6,1.1,0.4,0.1,0.408,0.381,0.742,207.05
Jalen McDaniels24CHO,6.2,3.1,1.1,0.5,0.4,0.484,0.38,0.736,207.01
Ime Udoka30SAS,5.8,3.1,0.9,0.8,0.2,0.424,0.37,0.759,207
Eddie House26TOT,5.8,1.2,1.4,0.6,0.1,0.451,0.454,0.852,206.98
Kris Humphries30TOT,6.5,4.1,0.7,0.3,0.4,0.41,0.315,0.798,206.98
Saben Lee23PHO,6.3,2,2.8,0.8,0,0.393,0.379,0.737,206.98
Mardy Collins24LAC,5.9,2.5,2.6,0.7,0.3,0.433,0.464,0.649,206.91
Shaun Livingston26MIL,5.5,2.1,2.1,0.5,0.3,0.469,0.667,0.785,206.8
Kevin Gamble30MIA,6.9,2,1.9,0.7,0.1,0.394,0.418,0.868,206.8
Monty Williams26SAS,6.3,2.5,1.2,0.5,0.3,0.448,0.5,0.67,206.79
Chris Whitney25WSB,5.2,1.3,2.2,0.6,0,0.421,0.356,0.832,206.72
Loy Vaught29LAC,7.5,6.5,0.7,0.4,0.2,0.429,0,0.375,206.7
Todd Lichti23DEN,8,1.9,1.5,0.7,0.2,0.486,0,0.747,206.64
Russ Schoene22IND,7.8,3.3,0.9,0.4,0.5,0.443,0.333,0.727,206.64
Mike Dunleavy35CHI,7.2,2.7,1.3,0.5,0.3,0.41,0.394,0.784,206.57
Keith Askins29MIA,4.9,3.5,1,0.7,0.2,0.433,0.401,0.672,206.57
Mike Miller32MIA,4.8,2.7,1.7,0.4,0.1,0.433,0.417,0.727,206.55
Anthony Cook23DEN,5.3,5.6,0.4,0.6,1.2,0.417,0,0.55,206.51
Kyle O'Quinn25NYK,4.8,3.8,1.1,0.3,0.8,0.476,0.227,0.767,206.5
Vince Carter42ATL,7.4,2.6,1.1,0.6,0.4,0.419,0.389,0.712,206.5
Trevor Ariza20TOT,4.6,3.8,1.1,1,0.2,0.412,0.2,0.606,206.5
Cedric Ceballos21PHO,8.2,2.4,0.6,0.3,0.1,0.487,0.167,0.663,206.48
Marquis Daniels26IND,7.1,1.8,1.3,0.6,0.2,0.459,0.231,0.7,206.48
Ramon Sessions28TOT,6.3,2.3,2.8,0.5,0,0.374,0.317,0.769,206.46
Dan Gadzuric27MIL,5.2,3.1,0.3,0.3,0.6,0.553,0,0.461,206.4
Kurt Nimphius23DAL,5.3,4.7,1,0.3,1.3,0.461,0,0.583,206.4
Isaiah Thomas32CHO,8.3,1.2,1.4,0.4,0.2,0.433,0.397,0.933,206.4
Kyle Anderson22SAS,4.5,3.1,1.6,0.8,0.4,0.468,0.324,0.747,206.4
Kevin Loder22KCK,6.9,2.7,1.2,0.5,0.4,0.464,0,0.72,206.4
