Relation NBA,,,,,,,,,
Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,MP*PER
Paul Pressey28MIL,13.9,4.9,7.2,1.8,0.8,0.477,0.291,0.738,562.79
Dennis Johnson*26PHO,18.8,4.6,3.7,1.7,0.8,0.436,0.216,0.82,562.7
Paul Pressey29MIL,13.1,5,7,1.5,0.5,0.491,0.205,0.798,562.7
Lionel Simmons24SAC,17.9,7.2,4.5,1.4,0.6,0.444,0.091,0.819,562.65
Jack Sikma*24SEA,14.3,11.1,3.4,0.8,0.9,0.475,0,0.805,562.65
John Long23DET,19.4,4.9,3,1.9,0.4,0.505,0.083,0.825,562.52
Tyreke Evans22SAC,16.5,4.6,4.5,1.3,0.5,0.453,0.202,0.779,562.52
Caris LeVert26TOT,20.2,4.6,5.2,1.4,0.6,0.441,0.326,0.811,562.48
Damon Stoudamire30POR,13.4,3.8,6.1,1.2,0.1,0.401,0.365,0.876,562.4
Sonny Parker24GSW,14.7,5.7,3.1,2.1,0.4,0.489,0,0.785,562.14
Devin Harris26NJN,16.9,3.2,6.6,1.2,0.3,0.403,0.276,0.798,562.14
James Posey27MEM,13.7,4.9,1.5,1.7,0.5,0.478,0.386,0.83,562.12
Truck Robinson29PHO,18.8,9.6,2.5,0.8,0.5,0.505,0,0.629,561.73
Eric Bledsoe29MIL,15.9,4.6,5.5,1.5,0.4,0.484,0.329,0.75,561.63
Chuck Person22IND,18.8,8.3,3.6,1.1,0.2,0.468,0.355,0.747,561.6
Brad Daugherty24CLE,16.8,9.1,3.2,0.7,0.5,0.479,0,0.704,561.6
Kevin Johnson21PHO,12.6,4.3,8.7,1.5,0.3,0.463,0.2,0.859,561.6
Jameer Nelson23ORL,14.6,2.9,4.9,1.1,0.1,0.483,0.424,0.779,561.6
Manu Ginóbili*34SAS,12.9,3.4,4.4,0.7,0.4,0.526,0.413,0.871,561.53
Sam Perkins27DAL,15,8.8,1.6,1,1.2,0.464,0.184,0.833,561.51
Jamaal Wilkes*29LAL,19.6,4.3,2.3,0.8,0.2,0.53,0,0.757,561.44
Victor Oladipo26IND,18.8,5.6,5.2,1.7,0.3,0.423,0.343,0.73,561.44
Devin Harris27NJN,15,2.4,7.6,1.1,0.1,0.425,0.3,0.84,561.44
Rasheed Wallace22POR,15.1,6.8,1.2,0.8,1,0.558,0.273,0.638,561.2
Metta World Peace22CHI,15.6,4.9,2.9,2.8,0.9,0.433,0.396,0.628,561.2
Donyell Marshall29CHI,13.4,9,1.8,1.2,1.1,0.459,0.379,0.756,561.2
Gene Banks23SAS,14.9,7.6,3.4,1,0.3,0.55,0,0.705,561.12
Antoine Walker20BOS,17.5,9,3.2,1.3,0.6,0.425,0.327,0.631,561.1
Tyreke Evans23SAC,15.2,4.4,3.5,1.4,0.4,0.478,0.338,0.775,561.1
Robin Lopez25POR,11.1,8.5,0.9,0.3,1.7,0.551,0,0.818,561.09
Willie Anderson22SAS,18.6,5.1,4.6,1.9,0.8,0.498,0.19,0.775,561.08
Eddie Johnson26ATL,17.8,2.8,5.3,1.5,0.2,0.45,0.233,0.764,561
Kyle Lowry32TOR,14.2,4.8,8.7,1.4,0.5,0.411,0.347,0.83,561
Rafer Alston28TOR,14.2,3.5,6.4,1.5,0.1,0.414,0.357,0.74,561
Luis Scola29HOU,16.2,8.6,2.1,0.8,0.3,0.514,0.2,0.779,560.72
A.C. Green29LAL,12.8,8.7,1.4,1.1,0.5,0.537,0.348,0.739,560.72
Dave Robisch30CLE,15.3,8,2.3,0.6,0.6,0.52,0,0.842,560.72
Dwight Howard19ORL,12,10,0.9,0.9,1.7,0.52,0,0.671,560.72
Greivis Vásquez26NOH,13.9,4.3,9,0.8,0.1,0.433,0.342,0.805,560.72
Christian Laettner26ATL,14.2,7.9,2.3,1,0.9,0.489,0,0.823,560.72
Jason Terry30DAL,15.5,2.5,3.2,1.1,0.2,0.467,0.375,0.857,560.7
Reggie Theus24CHI,18.4,3.8,5.8,1.1,0.2,0.469,0.25,0.808,560.52
Herb Williams24IND,16.9,7.5,3.4,0.7,2.2,0.499,0,0.705,560.28
Kareem Abdul-Jabbar*39LAL,17.5,6.7,2.6,0.6,1.2,0.564,0.333,0.714,560.27
Marcus Camby35TOT,7.5,11.8,2.5,1.3,2,0.475,0.286,0.639,560.27
Boris Diaw26CHA,15.1,5.9,4.9,0.8,0.7,0.495,0.419,0.686,560.24
Rasheed Wallace23POR,14.6,6.2,2.5,1,1.1,0.533,0.205,0.662,560.24
David Wesley32NOH,16.7,2.4,3.4,1.5,0.1,0.433,0.424,0.781,560.21
Arron Afflalo28ORL,18.2,3.6,3.4,0.5,0,0.459,0.427,0.815,560
Johnny Moore27SAS,13,3.1,9,2.5,0.2,0.495,0.182,0.686,559.98
Brent Barry32SEA,10.8,3.5,5.8,1.4,0.3,0.504,0.452,0.827,559.98
Paul Millsap23UTA,13.5,8.6,1.8,1,1,0.534,0,0.699,559.86
DeAndre Jordan30DAL,11,13.7,2,0.7,1.1,0.644,0,0.682,559.8
Micheal Williams27MIN,13.7,3.1,7.2,1.7,0.3,0.457,0.222,0.839,559.8
Andrei Kirilenko31MIN,12.4,5.7,2.8,1.5,1,0.507,0.292,0.752,559.68
Tim Frazier25NOP,13.1,4.4,7.5,1.4,0.1,0.45,0.419,0.763,559.63
Jim Jackson26NJN,16.5,5.9,5.2,0.9,0.5,0.417,0.37,0.852,559.5
Tayshaun Prince28DET,14.2,5.8,3.1,0.5,0.6,0.45,0.397,0.778,559.5
Jason Richardson28TOT,16.8,4.4,2,1.1,0.4,0.477,0.397,0.769,559.45
Devin Harris24NJN,15.4,3.3,6.5,1.4,0.3,0.438,0.32,0.829,559.45
Hedo Türkoğlu26ORL,14.9,4.3,2.8,0.9,0.3,0.454,0.403,0.861,559.45
Jason Richardson28PHO,16.4,4.5,1.9,1.1,0.4,0.488,0.383,0.778,559.39
Brook Lopez34MIL,15.9,6.7,1.3,0.5,2.5,0.531,0.374,0.784,559.36
Jamaal Magloire25NOH,13.6,10.3,1,0.5,1.2,0.473,0,0.751,559.35
Bernard King*32WSB,20.7,4.7,3.6,0.8,0.2,0.477,0.167,0.819,559.32
Trevor Ariza28WAS,14.4,6.2,2.5,1.6,0.3,0.456,0.407,0.772,559.32
Ryan Anderson24NOH,16.2,6.4,1.2,0.5,0.4,0.423,0.382,0.844,559.29
Jrue Holiday26NOP,15.4,3.9,7.3,1.5,0.7,0.454,0.356,0.708,559.17
Wes Unseld*33WSB,9.7,13.3,4.5,0.8,0.7,0.513,0.5,0.665,559.02
R.J. Hunter25BOS,17,3,3,1,0,0.462,0.4,0.5,559
Jamal Crawford28NYK,19.6,1.5,4.4,0.8,0,0.432,0.455,0.761,558.92
Gerald Wilkins23NYK,19.1,3.7,4.4,1.1,0.2,0.486,0.351,0.701,558.9
Stephon Marbury19MIN,15.8,2.7,7.8,1,0.3,0.408,0.354,0.727,558.67
Bojan Bogdanović33DET,21.6,3.8,2.6,0.6,0.1,0.488,0.411,0.884,558.54
Rudy Gay26TOT,18.2,6.1,2.7,1.5,0.7,0.416,0.323,0.814,558.48
John Starks28NYK,19,3.1,5.9,1.6,0.1,0.42,0.335,0.754,558.4
Robert Pack27NJN,15.9,2.5,9.6,1.7,0.1,0.407,0.297,0.788,558.4
Marcin Gortat26PHO,13,9.3,1,0.5,1.3,0.563,0.25,0.731,558.36
Chris Mills27CLE,13.4,6.2,2.5,1.1,0.5,0.453,0.391,0.842,558.36
Buddy Hield26SAC,20.7,5,2.5,0.7,0.4,0.458,0.427,0.886,558.25
Jamal Crawford23CHI,17.3,3.5,5.1,1.4,0.4,0.386,0.317,0.833,558.09
Enes Freedom26NYK,14,10.5,1.9,0.4,0.4,0.536,0.318,0.814,558.08
Bo Outlaw26ORL,9.5,7.8,2.6,1.3,2.2,0.554,0.25,0.575,558
Sam Cassell29MIL,13.8,2.3,4.3,1.5,0,0.409,0.333,0.947,558
Donovan Mitchell21UTA,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,557.78
Goran Dragić28PHO,16.2,3.6,4.1,1,0.2,0.501,0.355,0.746,557.78
Kevin Martin31MIN,20,3.6,2.3,0.8,0,0.427,0.393,0.881,557.78
Spencer Dinwiddie29BRK,16.5,4.1,9.1,1.1,0.3,0.404,0.289,0.797,557.74
Tony Parker*20SAS,15.5,2.6,5.3,0.9,0,0.464,0.337,0.755,557.7
Sleepy Floyd28HOU,14.2,3.7,8.6,1.5,0.1,0.443,0.373,0.845,557.6
Rasheed Wallace30DET,14.5,8.2,1.8,0.8,1.5,0.44,0.318,0.697,557.6
Corey Maggette26LAC,17.8,5.3,2.1,0.6,0.1,0.445,0.338,0.828,557.55
Tom Owens30POR,16.4,7.5,2.6,0.6,0.7,0.514,0.5,0.753,557.48
Doc Rivers23ATL,14.1,3.1,5.9,2.4,0.8,0.476,0.417,0.77,557.48
Rod Strickland23SAS,14.2,4.3,8,1.8,0.2,0.468,0.222,0.615,557.48
Harrison Barnes28SAC,16.1,6.6,3.5,0.7,0.2,0.497,0.391,0.83,557.48
Maurice Lucas31PHO,15.9,9.7,2.7,0.7,0.5,0.497,0,0.765,557.48
Thurl Bailey26UTA,19.6,6.5,1.9,0.6,1.5,0.492,0.333,0.826,557.46
Carlos Boozer27UTA,16.2,10.4,2.1,1.1,0.2,0.49,0,0.698,557.28
Andrew Wiggins24MIN,22.4,5.2,3.7,0.7,0.9,0.444,0.331,0.72,557.06
Norm Nixon29LAC,17.2,2.7,8.8,1.2,0,0.465,0.333,0.78,556.92
Michael Adams30WSB,14.8,3.4,7.5,1.4,0.1,0.439,0.321,0.856,556.92
Kirk Hinrich24CHI,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,556.92
John Long25DET,21.9,3.7,2.1,0.9,0.4,0.492,0.133,0.865,556.8
Jakob Poeltl27TOT,12.5,9.1,2.7,0.9,1.2,0.629,0,0.592,556.5
Andre Iguodala22PHI,12.3,5.9,3.1,1.6,0.3,0.5,0.354,0.754,556.48
José Calderón31TOT,11.3,2.4,7.1,0.8,0.1,0.491,0.461,0.9,556.48
Kiki Vandeweghe29POR,20.2,2.9,1.9,0.6,0.2,0.508,0.379,0.878,556.38
Alvan Adams26PHO,14.9,7.3,4.6,1.4,0.9,0.526,0,0.768,556.22
CJ McCollum30POR,20.5,4.3,4.5,1,0.6,0.436,0.384,0.706,556.16
Al Horford31BOS,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,556.16
Darrell Armstrong33ORL,12.4,3.9,5.5,1.9,0.1,0.419,0.349,0.888,556.11
Latrell Sprewell28NYK,16.4,4.2,2.5,1.2,0.1,0.415,0.273,0.812,556.11
LaPhonso Ellis22DEN,14.7,9.1,1.8,0.9,1.4,0.504,0.154,0.748,556.1
Jalen Rose32TOR,18.5,3.4,2.6,0.8,0.1,0.455,0.394,0.854,556.1
Monta Ellis29DAL,18.9,2.4,4.1,1.9,0.3,0.445,0.285,0.752,556.05
Arvydas Sabonis*32POR,13.4,7.9,2.1,0.9,1.2,0.498,0.371,0.777,555.9
Al Harrington24ATL,17.5,7,3.2,1.3,0.2,0.459,0.216,0.672,555.84
Roy Tarpley23DAL,13.5,11.8,1.1,1.3,1.1,0.5,0,0.74,555.75
Jim Jackson26TOT,15.9,5.3,4.1,1.1,0.4,0.431,0.348,0.813,555.68
Kevin Porter Jr.22HOU,19.2,5.3,5.7,1.4,0.3,0.442,0.366,0.784,555.66
Tony Parker*31SAS,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,555.66
Latrell Sprewell33MIN,16.8,3.8,3.5,1.1,0.3,0.409,0.331,0.814,555.66
Richaun Holmes26SAC,12.3,8.1,1,0.9,1.3,0.648,0,0.788,555.54
Jrue Holiday25NOP,16.8,3,6,1.4,0.3,0.439,0.336,0.843,555.54
Luol Deng26CHI,15.3,6.5,2.9,1,0.7,0.412,0.367,0.77,555.54
Chandler Parsons24HOU,15.5,5.3,3.5,1,0.4,0.486,0.385,0.729,555.39
Darrell Griffith26UTA,22.6,4.4,3.1,1.7,0.4,0.457,0.358,0.725,555.36
Spencer Dinwiddie26BRK,20.6,3.5,6.8,0.6,0.3,0.415,0.308,0.778,555.36
Darrell Walker28WSB,9.5,8.8,8,1.7,0.4,0.454,0.095,0.687,555.36
Jerry Stackhouse21PHI,19.2,3.7,3.9,1.1,1.1,0.414,0.318,0.747,555
Al Harrington28TOT,20.1,6.2,1.4,1.2,0.3,0.439,0.364,0.793,554.91
Kendall Gill27TOT,14,4.9,5.5,1.4,0.5,0.469,0.329,0.784,554.9
Donyell Marshall24GSW,15.4,8.6,2.2,1.3,1,0.414,0.313,0.731,554.9
Gerald Wallace29POR,13.3,6.6,2.7,1.5,0.6,0.472,0.265,0.776,554.9
Alvan Adams25PHO,14.9,8.1,4.3,1.4,0.7,0.531,0,0.797,554.88
Kenny Smith23SAC,17.3,2.8,7.7,1.3,0.1,0.462,0.359,0.737,554.84
O.J. Mayo22MEM,17.5,3.8,3,1.2,0.2,0.458,0.383,0.809,554.8
Grant Hill*33ORL,15.1,3.8,2.3,1.1,0.3,0.49,0.25,0.765,554.8
Glen Rice31LAL,17.5,3.7,2.6,0.6,0.2,0.432,0.393,0.856,554.8
Rudy Gobert23UTA,9.1,11,1.5,0.7,2.2,0.559,0,0.569,554.75
Jason Richardson28CHA,18.7,4.1,2.6,1,0.2,0.441,0.458,0.745,554.58
Devonte' Graham24CHO,18.2,3.4,7.5,1,0.2,0.382,0.373,0.82,554.58
Mike Gminski28NJN,16.9,9.4,1.6,0.8,1,0.454,0,0.861,554.58
Alex English*26TOT,16.9,7.8,2.9,0.9,0.8,0.497,0.333,0.789,554.4
Raef LaFrentz24DEN,12.9,7.8,1.4,0.5,2.6,0.477,0.367,0.698,554.4
Monta Ellis26MIL,17.6,3.5,5.9,1.4,0.3,0.432,0.267,0.764,554.4
Patrick Ewing*37NYK,15,9.7,0.9,0.6,1.4,0.466,0,0.731,554.32
Julius Randle27NYK,20.1,9.9,5.1,0.7,0.5,0.411,0.308,0.756,554.21
Dee Brown26BOS,15.6,3.2,3.8,1.4,0.6,0.447,0.385,0.852,554.21
Donyell Marshall26GSW,14.2,10,2.6,1.1,1.1,0.394,0.355,0.78,554.04
Bobby Jones*30PHI,14.4,5.2,2.5,1.3,1.5,0.564,0,0.79,553.91
Hersey Hawkins29SEA,15.6,3.6,2.7,1.8,0.2,0.473,0.384,0.874,553.84
Metta World Peace29HOU,17.1,5.2,3.3,1.5,0.3,0.401,0.399,0.748,553.8
Juwan Howard30ORL,17,7,2,0.7,0.3,0.453,0,0.809,553.8
Tobias Harris29PHI,17.2,6.8,3.5,0.6,0.6,0.482,0.367,0.842,553.32
Jim Jackson26DAL,15.5,4.9,3.4,1.2,0.3,0.442,0.331,0.787,553.28
Andre Miller26LAC,13.6,4,6.7,1.2,0.1,0.406,0.213,0.795,553.28
Dwyane Wade*35CHI,18.3,4.5,3.8,1.4,0.7,0.434,0.31,0.794,553.15
Devin Harris24TOT,14.8,2.7,5.8,1.4,0.2,0.463,0.335,0.824,553
Ricky Pierce33SEA,18.2,2.5,2.9,1.3,0.1,0.489,0.372,0.889,552.96
Šarūnas Marčiulionis*27GSW,18.9,2.9,3.4,1.6,0.1,0.538,0.3,0.788,552.72
John Williams22WSB,13.7,7,4.3,1.7,0.9,0.466,0.268,0.776,552.72
Jeff Teague24ATL,14.6,2.3,7.2,1.5,0.4,0.451,0.359,0.881,552.72
Antawn Jamison34CLE,18,6.7,1.7,0.9,0.5,0.427,0.346,0.731,552.72
Ricky Rubio26MIN,11.1,4.1,9.1,1.7,0.1,0.402,0.306,0.891,552.72
Caron Butler22MIA,15.4,5.1,2.7,1.8,0.4,0.416,0.318,0.824,552.66
Peja Stojaković30NOH,16.4,4.3,1.2,0.7,0.1,0.44,0.441,0.929,552.64
Derrick Rose28NYK,18,3.8,4.4,0.7,0.3,0.471,0.217,0.874,552.5
Lauri Markkanen21CHI,18.7,9,1.4,0.7,0.6,0.43,0.361,0.872,552.33
Brandon Knight23TOT,17,3.9,5.2,1.4,0.2,0.422,0.389,0.874,552.33
Christian Wood23NOP,16.9,7.9,0.8,0.9,1.3,0.533,0.286,0.756,552.24
Theo Ratliff24PHI,11.2,7.3,0.7,0.7,3.5,0.512,0,0.706,552.12
Greg Oden22POR,11.1,8.5,0.9,0.4,2.3,0.605,0,0.766,552.09
Andre Miller33POR,14,3.2,5.4,1.1,0.1,0.445,0.2,0.821,552.05
Spencer Dinwiddie29TOT,17.3,3.4,6.5,0.8,0.3,0.438,0.369,0.812,552
Jason Terry27DAL,12.4,2.4,5.4,1.4,0.2,0.501,0.42,0.844,552
Latrell Sprewell32NYK,16.4,3.9,4.5,1.4,0.3,0.403,0.372,0.794,551.98
Shane Battier23MEM,14.4,5.4,2.8,1.6,1,0.429,0.373,0.7,551.83
Jeff Malone33PHI,18.4,2.9,1.5,0.8,0,0.507,0.393,0.864,551.73
Dale Davis24IND,11.7,10.9,1.5,0.7,1.6,0.529,0,0.527,551.73
Evan Fournier28ORL,19.7,2.9,3.7,1,0.3,0.461,0.388,0.797,551.46
Richard Jefferson28MIL,19.6,4.6,2.4,0.8,0.2,0.439,0.397,0.805,551.32
Jerry Stackhouse22PHI,20.7,4.2,3.1,1.1,0.8,0.407,0.298,0.766,551.31
Victor Oladipo23ORL,16,4.8,3.9,1.6,0.8,0.438,0.348,0.83,551.1
Kelly Tripucka24DET,21.3,4,3,0.9,0.2,0.459,0.118,0.815,551.04
Doug West25MIN,19.3,3.1,2.9,1.1,0.3,0.517,0.087,0.841,550.96
Nenad Krstić23NJN,16.4,6.8,1.8,0.4,0.9,0.526,0,0.711,550.94
Dave Greenwood22CHI,16.3,9.4,2.2,0.7,1.6,0.474,0.143,0.81,550.8
Arvydas Sabonis*34POR,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,550.8
CJ McCollum31NOP,20.9,4.4,5.7,0.9,0.5,0.437,0.389,0.769,550.68
Isaiah Rider23MIN,20.4,3.3,3.3,0.9,0.3,0.447,0.351,0.817,550.68
Jeff Teague25ATL,16.5,2.6,6.7,1.1,0.2,0.438,0.329,0.846,550.62
Mo Williams27CLE,15.8,3,5.3,1,0.3,0.442,0.429,0.894,550.62
Carlos Boozer31CHI,16.2,9.8,2.3,0.8,0.4,0.477,0,0.731,550.62
Hakeem Olajuwon*38HOU,11.9,7.4,1.2,1.2,1.5,0.498,0,0.621,550.62
Dave Greenwood24CHI,14.6,9.6,3.2,0.9,1.1,0.473,0,0.825,550.25
Wendell Carter Jr.22ORL,15,10.5,2.8,0.6,0.7,0.525,0.327,0.691,550.16
Joe Barry Carroll23GSW,17,8.3,0.8,0.8,1.7,0.519,0,0.728,550.14
Nikola Vučević26ORL,14.6,10.4,2.8,1,1,0.468,0.307,0.669,550.08
Anthony Mason33CHH,11.6,8.5,4.5,0.9,0.4,0.48,0,0.746,550.08
DeMarcus Cousins28GSW,16.3,8.2,3.6,1.3,1.5,0.48,0.274,0.736,549.98
Wally Szczerbiak23MIN,14,5.5,3.2,0.7,0.4,0.51,0.338,0.87,549.84
Kenny Anderson29BOS,14,2.7,5.1,1.7,0.1,0.44,0.386,0.775,549.84
Serge Ibaka25OKC,14.3,7.8,0.9,0.5,2.4,0.476,0.376,0.836,549.46
Brandon Knight22MIL,17.9,3.5,4.9,1,0.2,0.422,0.325,0.802,549.45
Scottie Pippen*34POR,12.5,6.3,5,1.4,0.5,0.451,0.327,0.717,549.4
Dan Majerle28PHO,16.5,4.4,3.4,1.6,0.5,0.418,0.382,0.739,549.37
Tom Chambers28SEA,20.4,6,2.6,1.1,0.6,0.448,0.303,0.807,549.36
Elden Campbell28LAL,14.9,8,1.6,0.6,1.5,0.469,0.25,0.711,549.36
Tracy McGrady*29HOU,15.6,4.4,5,1.2,0.4,0.388,0.376,0.801,549.31
Vern Fleming23IND,14.2,4.8,6.3,1.6,0.1,0.506,0.167,0.745,549.27
Billy Owens23GSW,16.5,7.1,3.9,0.9,0.8,0.501,0.091,0.639,549.25
Theo Ratliff25PHI,11.2,8.1,0.6,0.9,3,0.47,0,0.725,549.25
Terry Porter23POR,13.1,4.2,8.9,2,0.1,0.488,0.217,0.838,549.18
Hot Rod Williams24CLE,14.6,7.9,1.9,0.7,2.1,0.485,0,0.745,549.18
Kenny Carr25CLE,15.2,10.3,2.4,0.9,0.5,0.511,0,0.714,549.1
Spencer Dinwiddie29DAL,17.7,3.1,5.3,0.7,0.3,0.455,0.405,0.821,549.01
Marcus Camby30DEN,10.3,10,2.3,0.9,3,0.465,0,0.723,549
Kerry Kittles28NJN,13,3.9,2.6,1.6,0.5,0.467,0.356,0.785,549
Darren Collison30IND,12.4,2.6,5.3,1.3,0.2,0.495,0.468,0.882,548.96
Klay Thompson27GSW,20,3.8,2.5,0.8,0.5,0.488,0.44,0.837,548.8
Michael Finley22PHO,15,4.6,3.5,1,0.4,0.476,0.328,0.749,548.8
Marvin Williams22ATL,13.9,6.3,1.3,0.9,0.6,0.458,0.355,0.806,548.8
Keith Van Horn25NJN,17,7.1,1.7,0.8,0.4,0.435,0.382,0.806,548.7
Jarrett Allen21BRK,11.1,9.6,1.6,0.6,1.3,0.649,0,0.633,548.55
Greg Monroe28PHI,13.7,4.3,2.3,0.3,0,0.652,1,0.909,548.41
Damon Stoudamire28POR,13.5,3.9,6.5,0.9,0.1,0.402,0.353,0.888,548.31
Terrell Brandon24CLE,13.3,2.8,5.4,1.6,0.2,0.448,0.397,0.855,547.91
Dave Greenwood23CHI,14.4,8.8,2.7,0.9,1.5,0.486,0,0.748,547.8
Nikola Mirotić26CHI,16.8,6.4,1.6,0.6,0.5,0.474,0.429,0.823,547.8
Joe Smith23MIN,13.7,8.2,1.6,0.7,1.5,0.427,0,0.755,547.8
Tiny Archibald*31BOS,14.1,2.5,8.4,1.3,0.1,0.482,0.222,0.83,547.74
Tyreke Evans26NOP,15.2,5.2,6.6,1.3,0.3,0.433,0.388,0.796,547.74
Charles Oakley30NYK,11.8,11.8,2.7,1.3,0.2,0.478,0,0.776,547.74
Hassan Whiteside29MIA,12.3,11.3,0.8,0.6,1.9,0.571,0.125,0.449,547.55
Steven Adams26OKC,10.9,9.3,2.3,0.8,1.1,0.592,0.333,0.582,547.35
Sean Elliott23SAS,16.3,5.4,2.6,1,0.4,0.494,0.305,0.861,547.2
Devin Harris24DAL,14.4,2.3,5.3,1.4,0.1,0.483,0.357,0.821,547.2
Armen Gilliam26TOT,16.6,8,1.4,0.9,0.7,0.487,0,0.815,547.15
Vlade Divac*29CHH,10.4,8.1,2.7,1.3,1.5,0.498,0.214,0.691,547.08
Doc Rivers28ATL,12.5,4.2,5.5,2.4,0.5,0.454,0.364,0.812,546.96
Malcolm Brogdon27IND,16.5,4.9,7.1,0.6,0.2,0.438,0.326,0.892,546.93
Kevin Durant19SEA,20.3,4.4,2.4,1,0.9,0.43,0.288,0.873,546.68
Keith Van Horn27PHI,15.9,7.1,1.3,0.9,0.4,0.482,0.369,0.804,546.68
Antoine Walker27DAL,14,8.3,4.5,0.8,0.8,0.428,0.269,0.554,546.68
Enes Freedom28POR,11.2,11,1.2,0.5,0.7,0.604,0.25,0.774,546.56
Enes Freedom26TOT,13.7,9.8,1.7,0.5,0.4,0.549,0.294,0.787,546.35
Robert Parish*38BOS,14.1,8.9,0.9,0.9,1.2,0.535,0,0.772,546.21
Cliff Robinson23CLE,17.8,10.3,2.5,0.7,0.4,0.45,0.5,0.701,546.14
Dominique Wilkins*23ATL,17.5,5.8,1.6,1,0.8,0.493,0.182,0.682,546.14
Maurice Cheeks*27PHI,12.7,2.7,6.4,2.3,0.3,0.55,0.4,0.733,546.12
Blue Edwards27MIL,16.9,4.7,2.6,1.6,0.5,0.512,0.349,0.79,546.12
Mahmoud Abdul-Rauf24DEN,18,2.1,4.5,1,0.1,0.46,0.316,0.956,546.09
Derrick Rose31DET,18.1,2.4,5.6,0.8,0.3,0.49,0.306,0.871,546
Nicolas Batum27CHO,14.9,6.1,5.8,0.9,0.6,0.426,0.348,0.849,546
Elden Campbell33CHH,13.9,6.9,1.3,0.8,1.8,0.484,0,0.797,546
Jeff McInnis26LAC,12.9,2.7,5.5,0.9,0.1,0.463,0.361,0.807,546
Andrew Toney25PHI,19.7,2.8,4.5,1,0.2,0.501,0.289,0.788,545.95
Brook Lopez20NJN,13,8.1,1,0.5,1.8,0.531,0,0.793,545.95
Jalen Brunson25DAL,16.3,3.9,4.8,0.8,0,0.502,0.373,0.84,545.49
Devin Harris27TOT,15.2,2.4,7.1,1,0.1,0.422,0.322,0.833,545.24
Jrue Holiday20PHI,14,4,6.5,1.5,0.4,0.446,0.365,0.823,545.16
Jeff Malone30UTA,20.2,2.9,2.2,0.7,0.1,0.511,0.083,0.898,545.11
Reggie Williams28DEN,17,5.4,3.7,1.6,1,0.458,0.27,0.804,545.1
Larry Johnson28NYK,15.5,5.7,2.1,0.6,0.2,0.485,0.238,0.756,545.1
Armen Gilliam30NJN,14.8,7.5,1.2,0.8,1.1,0.503,0,0.77,544.81
Kyle Macy24PHO,14.2,3.2,4.7,1.7,0.1,0.514,0.39,0.899,544.79
Jerome Kersey27POR,16,8.4,2.3,1.5,0.8,0.478,0.15,0.69,544.79
Isaiah Rider28ATL,19.3,4.3,3.7,0.7,0.1,0.419,0.311,0.785,544.79
A.C. Green25LAL,13.3,9,1.3,1.1,0.7,0.529,0.235,0.786,544.68
Corliss Williamson27DET,15.2,6.2,1,1.3,0.3,0.534,0,0.626,544.64
Vlade Divac*27LAL,12.9,8.6,3.3,1,1.7,0.513,0.167,0.641,544.62
Corey Maggette23LAC,16.8,5,1.9,0.9,0.3,0.444,0.35,0.802,544.62
Jason Terry32DAL,16.6,1.8,3.8,1.2,0.2,0.438,0.365,0.866,544.5
Benoit Benjamin25LAC,13.5,9.3,2.2,0.8,2.6,0.526,0,0.732,544.42
Ja Morant21MEM,19.1,4,7.4,0.9,0.2,0.449,0.303,0.728,544.42
Tobias Harris25DET,18.1,5.1,2,0.7,0.3,0.451,0.409,0.846,544.42
Lamond Murray28CLE,16.6,5.2,2.2,1,0.6,0.436,0.424,0.817,544.42
Mark Jackson35TOR,8.5,3.4,9.2,1.2,0.1,0.422,0.345,0.842,544.42
Evan Mobley20CLE,15,8.3,2.5,0.8,1.7,0.508,0.25,0.663,544.18
Clark Kellogg24IND,17.6,8.8,3,1.5,0.4,0.473,0.308,0.768,544.18
Marcin Gortat30WAS,12.2,8.7,1.2,0.6,1.3,0.566,0,0.703,544.18
T.J. Ford23TOR,14,3.1,7.9,1.3,0.1,0.436,0.304,0.819,544.18
Lou Williams23PHI,14,2.9,4.2,1.3,0.2,0.47,0.34,0.824,544.18
Jonas Valančiūnas26TOT,15.6,8.6,1.4,0.4,1.1,0.559,0.292,0.795,544.12
Brian Shaw24BOS,13.8,4.7,7.6,1.3,0.4,0.469,0.111,0.819,544.05
Julius Erving*36PHI,16.8,4.4,3.2,1.3,1.6,0.471,0.264,0.813,544
Josh Howard28DAL,18,5.1,1.6,1.1,0.6,0.451,0.345,0.782,544
Tayshaun Prince29DET,13.5,5.1,3.3,0.7,0.4,0.486,0.37,0.714,544
Mike Bibby28SAC,17.1,3.2,4.7,1.1,0.1,0.404,0.36,0.83,544
Manu Ginóbili*26SAS,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,543.9
LaPhonso Ellis23DEN,15.4,8.6,2.1,0.8,1,0.502,0.304,0.674,543.78
Sidney Moncrief*23MIL,14,5.1,3.3,1.1,0.5,0.541,0.222,0.804,543.6
Drew Gooden28LAC,14.8,9.4,0.9,0.6,0.3,0.492,0,0.921,543.6
